OrderID,OrderDate,CustomerID,CustomerName,Segment,Country,Region,Category,Product,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus
ORD-101599,2024-05-05,CUST-00231,Grace Garcia,Enterprise,Canada,North America,Apparel,Running Shoes,2,56.85,0.0,21.57,Credit Card,Completed
ORD-101702,2024-09-23,CUST-00751,Yuki Kumar,Small Business,United Kingdom,Europe,Sports & Outdoors,Resistance Bands,1,11.51,0.15,15.77,Credit Card,Completed
ORD-102499,2024-04-09,CUST-00002,Robert Muller,Consumer,Mexico,South America,Electronics,Laptop Stand,1,156.16,0.1,6.8,Credit Card,Completed
ORD-106565,2023-06-13,CUST-00549,Jennifer Brown,Consumer,United Kingdom,Europe,Beauty,Hair Dryer,1,40.27,0.0,7.5,Credit Card,Completed
ORD-105637,2024-07-12,CUST-00450,Tom Davis,Consumer,United States,North America,Apparel,Running Shoes,1,30.69,0.05,4.29,Credit Card,Returned
ORD-102523,2024-11-07,CUST-00085,David Martinez,Consumer,Canada,North America,Office,Notebook Set,3,48.51,0.0,9.21,Credit Card,Completed
ORD-104661,2024-09-11,CUST-00445,Michael Kumar,Enterprise,Mexico,South America,Home & Kitchen,Blender,4,89.7,0.0,12.03,Bank Transfer,Completed
ORD-103840,2024-07-10,CUST-00389,James Williams,Small Business,Singapore,Asia,Apparel,Wool Socks,1,65.08,0.0,8.86,Debit Card,Completed
ORD-103029,2024-07-06,CUST-00210,Mia Johnson,Consumer,Japan,Asia,Home & Kitchen,Blender,1,49.67,0.0,7.62,Debit Card,Completed
ORD-102002,2024-12-01,CUST-00559,Patricia Khan,Enterprise,India,Asia,Sports & Outdoors,Water Bottle,5,101.72,0.1,5.17,PayPal,Completed
ORD-106988,2024-01-09,CUST-00818,Lucas Tanaka,,Japan,Asia,Office,Wireless Mouse,1,16.07,0.0,11.23,Credit Card,Completed
ORD-102312,2024-07-13,CUST-00653,Jennifer Zhang,Consumer,Singapore,Asia,Electronics,Smartphone Case,1,52.92,0.1,2.87,PayPal,Completed
ORD-105144,2023-11-27,CUST-00090,Olivia Brown,Consumer,United States,North America,Home & Kitchen,Storage Bin,1,104.49,0.1,17.65,Credit Card,Completed
ORD-103699,2024-09-07,CUST-00017,Linda Muller,Consumer,United States,North America,Office,Standing Desk Mat,2,28.62,0.0,23.71,Credit Card,Completed
ORD-102220,2024-06-23,CUST-00843,Tom Dubois,Enterprise,Singapore,Asia,Electronics,USB-C Cable,1,171.74,0.05,15.44,Credit Card,Completed
ORD-106191,2024-11-28,CUST-00834,Yuki Martinez,Consumer,India,Asia,Sports & Outdoors,Yoga Mat,2,153.24,0.1,16.0,Credit Card,Completed
ORD-104675,2024-05-09,CUST-00032,John Davis,Consumer,Spain,Europe,Apparel,Running Shoes,1,36.95,0.0,19.73,Credit Card,Completed
ORD-103641,2024-05-07,CUST-00537,James Rodriguez,Consumer,Canada,North America,Electronics,Bluetooth Speaker,-1,83.49,0.0,17.87,PayPal,Cancelled
ORD-100532,2023-11-06,CUST-00540,Olivia Zhang,Enterprise,United States,North America,Sports & Outdoors,Camping Tent,2,71.4,0.0,22.74,PayPal,Completed
ORD-104383,2024-04-06,CUST-00674,Elizabeth Davis,Small Business,United States,North America,Electronics,Laptop Stand,2,155.86,0.0,16.94,Gift Card,Completed
ORD-103178,2024-05-05,CUST-00033,Lucas Davis,Consumer, united states ,North America,Home & Kitchen,Coffee Maker,1,122.18,0.0,11.85,Credit Card,Completed
ORD-102554,2023-11-12,CUST-00568,John Nakamura,Consumer,Spain,Europe,Electronics,Bluetooth Speaker,1,64.39,0.0,18.56,Credit Card,Completed
ORD-104155,2024-11-07,CUST-00684,Hiro Miller,Enterprise,United States,North America,Electronics,Laptop Stand,1,41.78,0.1,8.24,Credit Card,Completed
ORD-102303,2024-10-29,CUST-00766,Yuki Smith,Small Business,United States,North America,Electronics,Bluetooth Speaker,2,189.31,0.05,14.07,Credit Card,Completed
ORD-101990,2023-06-29,CUST-00565,Hiro Jones,Small Business,Italy,Europe,Home & Kitchen,Blender,2,32.16,0.15,19.55,Debit Card,Completed
ORD-105999,2023-10-10,CUST-00542,Hiro Johnson,Consumer,India,Asia,Sports & Outdoors,Yoga Mat,1,46.57,0.1,17.6,Credit Card,Completed
ORD-104728,2024-09-23,CUST-00642,Hiro Davis,Consumer,United States,North America,Electronics,Laptop Stand,1,72.78,0.0,12.08,Credit Card,Completed
ORD-101725,2024-04-28,CUST-00218,Yuki Rossi,Small Business,Canada,North America,Office,Notebook Set,2,21.36,0.15,10.29,Credit Card,Completed
ORD-106888,2024-09-17,CUST-00536,Tom Garcia,Enterprise,Canada,North America,Apparel,Baseball Cap,1,25.66,0.0,9.84,Credit Card,Completed
ORD-101772,2023-12-28,CUST-00044,Jennifer Zhang,Consumer,Brazil,South America,Office,Notebook Set,3,4.76,0.0,18.0,Credit Card,Completed
ORD-104540,2024-09-05,CUST-00694,Jennifer Smith,Consumer,United States,North America,Beauty,Lip Balm,1,46.81,0.15,7.42,PayPal,Returned
ORD-102070,2023-10-02,CUST-00153,Priya Nakamura,Consumer,Japan,Asia,Sports & Outdoors,Hiking Backpack,3,18.34,0.0,20.68,Credit Card,Completed
ORD-104693,2024-04-03,CUST-00263,Ana Costa,Consumer,Japan,Asia,Apparel,Running Shoes,1,73.02,0.0,23.54,Bank Transfer,Completed
ORD-103136,2024-10-11,CUST-00286,Wei Martinez,Small Business,Australia,Oceania,Office,Desk Organizer,1,10.93,0.0,22.96,Credit Card,Completed
ORD-104397,2023-09-18,CUST-00020,Emma Zhang,Consumer,United States,North America,Beauty,Sunscreen SPF50,1,44.25,0.05,11.38,PayPal,Cancelled
ORD-104957,2024-02-03,CUST-00820,Hiro Williams,Consumer,France,Europe,Beauty,Face Serum,1,57.65,0.0,5.2,PayPal,Completed
ORD-106765,2024-06-04,CUST-00257,John Williams,Small Business,Canada,North America,Apparel,Wool Socks,2,64.06,0.0,11.76,Bank Transfer,Completed
ORD-101403,2024-07-04,CUST-00401,James Zhang,Consumer,Singapore,Asia,Home & Kitchen,Coffee Maker,1,103.98,0.1,,Gift Card,Completed
ORD-105751,2024-08-20,CUST-00117,Carlos Zhang,Consumer,Spain,Europe,Apparel,Wool Socks,2,46.96,0.0,15.44,Bank Transfer,Completed
ORD-104716,2024-02-14,CUST-00015,Lucas Tanaka,Consumer,SINGAPORE,Asia,Apparel,Denim Jacket,4,50.62,0.1,4.68,Credit Card,Completed
ORD-102837,2024-02-29,CUST-00376,Emma Zhang,Consumer,India,Asia,Beauty,Lip Balm,2,9.92,0.2,6.82,PayPal,Completed
ORD-106387,2023-08-30,CUST-00709,Ines Davis,Consumer,United Kingdom,Europe,Apparel,Wool Socks,2,21.45,0.0,18.13,Credit Card,Completed
ORD-106058,2024-09-13,CUST-00716,Robert Dubois,Consumer,Mexico,South America,Apparel,Baseball Cap,1,52.67,0.0,16.89,Debit Card,Completed
ORD-105591,2024-03-09,CUST-00687,,Consumer,Brazil,South America,Electronics,Laptop Stand,1,139.94,0.0,19.88,Credit Card,Completed
ORD-102858,2023-06-02,CUST-00292,Grace Davis,Small Business,Australia,Oceania,Apparel,Wool Socks,1,13.81,0.0,23.29,PayPal,Completed
ORD-100229,2024-06-27,CUST-00548,Grace Johnson,Consumer,United States,North America,Beauty,Hair Dryer,2,22.7,0.0,4.45,Bank Transfer,Completed
ORD-102425,2024-07-19,CUST-00777,Patricia Zhang,Consumer,France,Europe,Office,Notebook Set,1,45.85,0.0,10.71,Credit Card,Completed
ORD-103311,2023-08-30,CUST-00832,Tom Dubois,Enterprise,France,Europe,Electronics,Bluetooth Speaker,1,209.54,0.0,5.55,PayPal,Completed
ORD-105353,2024-08-21,CUST-00846,Ines Zhang,Small Business,United Kingdom,Europe,Sports & Outdoors,Water Bottle,2,20.78,0.1,14.34,Credit Card,Completed
ORD-100743,2024-02-25,CUST-00670,David Williams,,India,Asia,Electronics,Laptop Stand,1,177.5,0.15,4.67,Credit Card,Completed
ORD-105871,2024-04-07,CUST-00181,Ines Nakamura,Consumer,Singapore,Asia,Apparel,Baseball Cap,2,19.79,0.15,18.37,Credit Card,Completed
ORD-103032,2023-06-18,CUST-00637,Sofia Costa,Enterprise,United States,North America,Office,Pen Pack,1,19.12,0.1,11.34,PayPal,Completed
ORD-102793,2023-10-07,CUST-00065,James Williams,Small Business,United States,North America,Electronics,Smartphone Case,-2,41.11,0.0,8.71,Debit Card,Completed
ORD-102558,2024-02-29,CUST-00214,James Rossi,Small Business,Japan,Asia,Apparel,Running Shoes,1,8.76,0.0,7.43,Debit Card,Completed
ORD-103045,2023-03-10,CUST-00212,Mary Davis,Consumer,United States,North America,Electronics,USB-C Cable,1,217.75,0.0,2.62,Debit Card,Returned
ORD-100696,2023-04-14,CUST-00172,Robert Garcia,Consumer,United States,North America,Sports & Outdoors,Camping Tent,3,164.61,0.1,24.82,PayPal,Cancelled
ORD-101507,2023-12-06,CUST-00403,Ines Silva,Consumer,Canada,North America,Electronics,Laptop Stand,2,157.73,0.15,21.35,PayPal,Completed
ORD-102511,2024-02-10,CUST-00532,Ana Rodriguez,,INDIA,Asia,Sports & Outdoors,Water Bottle,1,108.55,0.0,6.64,PayPal,Cancelled
ORD-101137,2023-06-03,CUST-00227,Wei Williams,Consumer,United States,North America,Home & Kitchen,Blender,1,12.18,0.05,4.31,Debit Card,Completed
ORD-104640,2024-10-16,CUST-00606,Sofia Kumar,Small Business,Germany,Europe,Sports & Outdoors,Water Bottle,4,99.68,0.0,4.34,PayPal,Returned
ORD-103769,2024-05-23,CUST-00424,Emma Martinez,Enterprise,United Kingdom,Europe,Electronics,Headphones,1,62.09,0.0,6.47,Bank Transfer,Completed
ORD-100153,2024-03-17,CUST-00330,Noah Johnson,Consumer,Japan,Asia,Electronics,Laptop Stand,1,192.7,0.15,6.77,PayPal,Completed
ORD-106359,2024-11-15,CUST-00556,Lucas Rossi,,Canada,North America,Home & Kitchen,Storage Bin,1,84.58,0.0,16.57,Bank Transfer,Completed
ORD-100839,2024-06-19,CUST-00148,Sofia Brown,Small Business,United States,North America,Sports & Outdoors,Yoga Mat,1,122.27,0.2,5.21,Credit Card,Cancelled
ORD-105098,2023-09-29,CUST-00824,David Miller,Consumer,Australia,Oceania,Electronics,Bluetooth Speaker,1,81.09,0.0,5.34,PayPal,Returned
ORD-101075,2024-01-30,CUST-00651,Emma Nakamura,Consumer,India,Asia,Office,Wireless Mouse,2,49.62,0.0,18.32,Debit Card,Completed
ORD-102594,2023-08-16,CUST-00272,Olivia Zhang,Consumer,Australia,Oceania,Sports & Outdoors,Camping Tent,1,166.76,0.15,20.42,Debit Card,Cancelled
ORD-103637,2024-02-18,CUST-00106,Ana Miller,Consumer,India,Asia,Electronics,Bluetooth Speaker,1,73.86,0.0,11.28,Credit Card,Completed
ORD-103666,2024-08-30,CUST-00836,Chen Johnson,Enterprise,Brazil,South America,Home & Kitchen,Coffee Maker,2,94.0,0.05,15.23,PayPal,Completed
ORD-100135,2023-12-21,CUST-00409,Hiro Brown,Enterprise,Germany,Europe,Office,Desk Organizer,5,14.9,0.0,4.03,Credit Card,Completed
ORD-101730,2024-07-08,CUST-00306,Wei Nakamura,Consumer,United States,North America,Home & Kitchen,Throw Pillow,1,42.44,0.0,5.15,Credit Card,Completed
ORD-106362,2024-01-24,CUST-00206,Fatima Tanaka,Small Business,United Kingdom,Europe,Apparel,Running Shoes,5,60.05,0.0,19.66,Bank Transfer,Completed
ORD-103400,2024-04-23,CUST-00312,Patricia Khan,Small Business,United States,North America,Apparel,Wool Socks,1,78.49,0.0,7.7,Credit Card,Completed
ORD-106846,2024-11-14,CUST-00402,Priya Tanaka,Consumer,United States,North America,Home & Kitchen,Throw Pillow,3,128.68,0.05,19.86,Debit Card,Completed
ORD-105413,2024-04-08,CUST-00414,Robert Williams,Small Business,United Kingdom,Europe,Beauty,Hair Dryer,4,10.72,0.15,15.72,Credit Card,Returned
ORD-106932,2024-02-26,CUST-00593,Tom Tanaka,Consumer,United Kingdom,Europe,Sports & Outdoors,Resistance Bands,1,18.05,0.15,11.62,Bank Transfer,Completed
ORD-103217,2024-06-09,CUST-00201,Raj Martinez,Small Business,Brazil,South America,Electronics,Bluetooth Speaker,1,178.5,0.05,14.05,Debit Card,Completed
ORD-105117,2024-10-14,CUST-00842,Hiro Silva,Enterprise,United States,North America,Electronics,Laptop Stand,2,157.62,0.0,18.29,Credit Card,Completed
ORD-106831,2024-08-07,CUST-00230,Raj Nakamura,Small Business,France,Europe,Home & Kitchen,Coffee Maker,1,94.46,0.0,16.18,Credit Card,Completed
ORD-102490,2024-03-02,CUST-00519,Ines Jones,Small Business,Brazil,South America,Beauty,Hair Dryer,1,34.83,0.0,10.1,PayPal,Completed
ORD-104969,2024-04-06,CUST-00819,Hiro Silva,Consumer,Spain,Europe,Electronics,USB-C Cable,1,157.23,0.2,9.16,PayPal,Completed
ORD-102339,2024-05-07,CUST-00292,Grace Davis,Small Business,Australia,Oceania,Sports & Outdoors,Yoga Mat,1,45.09,0.0,21.55,PayPal,Returned
ORD-105982,2024-08-26,CUST-00339,Emma Miller,Consumer,Italy,Europe,Beauty,Shampoo,2,57.22,0.0,14.45,Debit Card,Completed
ORD-102029,2024-08-04,CUST-00810,Mary Muller,Small Business,India,Asia,Electronics,USB-C Cable,1,217.65,0.2,2.98,Credit Card,Completed
ORD-103582,2024-07-18,CUST-00058,Lucas Kumar,Consumer,Brazil,South America,Office,Notebook Set,2,60.74,0.0,18.41,PayPal,Completed
ORD-103923,2024-05-28,CUST-00278,Jennifer Zhang,Consumer,Italy,Europe,Sports & Outdoors,Hiking Backpack,1,103.73,0.0,8.59,Bank Transfer,Returned
ORD-105032,2024-10-03,CUST-00546,John Rodriguez,Consumer,Brazil,South America,Electronics,Laptop Stand,3,77.28,0.0,5.91,Credit Card,Completed
ORD-100714,2024-10-08,CUST-00355,Ana Garcia,Small Business,United Kingdom,Europe,Apparel,Running Shoes,1,79.01,0.1,3.3,Credit Card,Completed
ORD-102951,2023-09-13,CUST-00399,Tom Rossi,Consumer,Canada,North America,Beauty,Sunscreen SPF50,3,36.96,0.05,4.78,Credit Card,Completed
ORD-101490,2024-05-22,CUST-00049,Noah Martinez,Consumer,United Kingdom,Europe,Electronics,Headphones,3,102.23,0.05,16.98,Credit Card,Completed
ORD-100196,2024-05-15,CUST-00173,Carlos Miller,Small Business,United States,North America,Home & Kitchen,Coffee Maker,1,141.6,0.0,20.35,Credit Card,Completed
ORD-102018,2024-06-29,CUST-00817,Chen Zhang,Consumer,Italy,Europe,Sports & Outdoors,Resistance Bands,1,122.04,0.15,17.2,Gift Card,Completed
ORD-101846,2024-07-05,CUST-00830,Fatima Costa,Consumer,Spain,Europe,Sports & Outdoors,Hiking Backpack,1,29.8,0.0,20.0,Credit Card,Completed
ORD-103682,2023-08-30,CUST-00318,Carlos Jones,Consumer,United States,North America,Electronics,Smartphone Case,1,48.84,0.0,14.32,Credit Card,Completed
ORD-104104,2024-03-24,CUST-00113,Mia Johnson,Small Business,United States,North America,Home & Kitchen,Throw Pillow,5,146.37,0.05,20.35,Credit Card,Completed
ORD-106698,2024-08-23,CUST-00094,Hiro Rossi,Consumer,United States,North America,Electronics,Smartphone Case,1,71.82,0.15,4.09,Credit Card,Completed
ORD-104489,2024-11-21,CUST-00439,Lucas Smith,Small Business,France,Europe,Electronics,Smartphone Case,1,28.09,0.0,4.4,Gift Card,Completed
ORD-100414,2023-05-11,CUST-00134,Elizabeth Rodriguez,Consumer, brazil ,South America,Electronics,USB-C Cable,1,109.57,0.0,2.59,Credit Card,Completed
ORD-100905,2024-09-21,CUST-00174,Sofia Costa,Small Business,United Kingdom,Europe,Apparel,Baseball Cap,2,88.82,0.0,3.59,Credit Card,Completed
ORD-101645,2024-03-30,CUST-00103,Hiro Davis,Small Business,Canada,North America,Electronics,Laptop Stand,1,15.27,0.0,14.29,Credit Card,Completed
ORD-103954,2023-07-05,CUST-00575,Ines Tanaka,Consumer,Germany,Europe,Office,Wireless Mouse,1,38.52,0.05,17.8,Credit Card,Completed
ORD-101615,2024-08-21,CUST-00799,Elizabeth Zhang,Enterprise,Canada,North America,Sports & Outdoors,Yoga Mat,2,46.24,0.0,11.73,Bank Transfer,Returned
ORD-101819,2024-08-22,CUST-00552,David Williams,Enterprise,United Kingdom,Europe,Sports & Outdoors,Hiking Backpack,1,32.97,0.0,2.5,PayPal,Returned
ORD-101366,2024-06-02,CUST-00504,Olivia Tanaka,Consumer,United States,North America,Home & Kitchen,Cutting Board,1,83.8,0.0,11.54,Credit Card,Completed
ORD-106340,2024-06-24,CUST-00493,Tom Rodriguez,Enterprise,Germany,Europe,Electronics,Smartphone Case,1,205.15,0.0,18.63,Credit Card,Completed
ORD-102429,2024-07-21,CUST-00070,James Muller,Consumer,Germany,Europe,Home & Kitchen,Coffee Maker,1,18.93,0.0,21.26,Gift Card,Completed
ORD-103219,2023-12-30,CUST-00745,Sofia Johnson,Enterprise,India,Asia,Home & Kitchen,Blender,1,42.87,0.0,14.1,PayPal,Completed
ORD-104092,2024-03-13,CUST-00354,Noah Tanaka,Enterprise,Spain,Europe,Electronics,Bluetooth Speaker,1,59.59,0.0,12.1,Credit Card,Completed
ORD-102725,2024-09-01,CUST-00106,Ana Miller,Consumer,India,Asia,Apparel,Wool Socks,1,17.87,0.2,18.47,Debit Card,Returned
ORD-106498,2024-09-26,CUST-00616,Ahmed Silva,Consumer,Italy,Europe,Electronics,USB-C Cable,1,51.7,0.05,10.81,Credit Card,Completed
ORD-105324,2024-09-18,CUST-00692,Ahmed Rossi,Consumer,France,Europe,Office,Desk Organizer,1,31.23,0.0,18.47,Gift Card,Completed
ORD-103910,2024-05-29,CUST-00830,Fatima Costa,Consumer,Spain,Europe,Home & Kitchen,Storage Bin,2,81.44,0.2,19.39,Debit Card,Completed
ORD-102285,2023-07-22,CUST-00483,Wei Dubois,Consumer,Spain,Europe,Electronics,Headphones,1,26.72,0.0,18.05,Credit Card,Completed
ORD-102811,2024-08-25,CUST-00763,Liam Rossi,,United States,North America,Apparel,Wool Socks,1,90.0,0.15,16.5,Debit Card,Returned
ORD-103334,2024-04-28,CUST-00321,Priya Kumar,Consumer,United States,North America,Office,Pen Pack,1,38.94,0.0,7.09,Credit Card,Returned
ORD-103322,2024-10-04,CUST-00317,Olivia Rossi,Consumer,France,Europe,Beauty,Sunscreen SPF50,1,13.29,0.0,5.01,Credit Card,Completed
ORD-100378,2023-05-10,CUST-00319,Mary Dubois,Enterprise,Japan,Asia,Home & Kitchen,Throw Pillow,2,17.99,0.0,17.0,Credit Card,Completed
ORD-100475,2023-10-21,CUST-00656,Carlos Johnson,Small Business,Singapore,Asia,Electronics,Laptop Stand,2,213.66,0.15,13.27,Credit Card,Completed
ORD-106646,2024-04-04,CUST-00157,John Williams,Consumer,United Kingdom,Europe,Apparel,Denim Jacket,3,14.12,0.1,3.15,Gift Card,Completed
ORD-101418,2023-11-14,CUST-00581,Hiro Jones,Consumer,United States,North America,Beauty,Shampoo,2,26.93,0.0,8.63,PayPal,Completed
ORD-100398,2023-06-23,CUST-00151,James Smith,Enterprise,India,Asia,Home & Kitchen,Cutting Board,1,44.3,0.0,4.68,Credit Card,Completed
ORD-102791,2024-01-15,CUST-00695,Carlos Muller,Consumer,Italy,Europe,Office,Pen Pack,1,27.58,0.2,17.07,Bank Transfer,Completed
ORD-105553,2024-06-23,CUST-00421,Sofia Smith,Consumer,United Kingdom,Europe,Apparel,Running Shoes,2,38.94,0.0,13.59,Debit Card,Completed
ORD-103958,2024-08-01,CUST-00474,Michael Nakamura,Small Business,Germany,Europe,Apparel,Baseball Cap,1,51.05,0.0,,Debit Card,Completed
ORD-100370,2023-08-21,CUST-00475,Sofia Martinez,Consumer,United Kingdom,Europe,Electronics,Smartphone Case,1,48.95,0.0,6.06,Debit Card,Completed
ORD-105376,2023-12-03,CUST-00496,Lucas Johnson,Enterprise,Germany,Europe,Electronics,Headphones,1,135.59,0.0,7.34,PayPal,Completed
ORD-105718,2024-04-14,CUST-00409,Hiro Brown,Enterprise,Germany,Europe,Beauty,Face Serum,1,7.86,0.0,2.94,Credit Card,Completed
ORD-100189,2024-04-25,CUST-00115,Jennifer Costa,Consumer,Japan,Asia,Beauty,Lip Balm,2,19.48,0.0,6.5,Debit Card,Completed
ORD-106600,2024-05-22,CUST-00616,Ahmed Silva,Consumer,Italy,Europe,Electronics,Laptop Stand,3,140.65,0.1,4.99,Credit Card,Completed
ORD-100064,2023-12-17,CUST-00649,John Costa,Enterprise,United States,North America,Home & Kitchen,Storage Bin,1,32.71,0.0,12.45,Credit Card,Completed
ORD-103471,2024-02-06,CUST-00126,Tom Williams,,Germany,Europe,Electronics,Headphones,1,176.16,0.0,15.31,Credit Card,Completed
ORD-101818,2024-02-29,CUST-00836,Chen Johnson,Enterprise,Brazil,South America,Sports & Outdoors,Hiking Backpack,1,18.6,0.0,14.12,Credit Card,Completed
ORD-104808,2023-06-29,CUST-00089,Ines Dubois,Consumer,United Kingdom,Europe,Home & Kitchen,Storage Bin,1,67.49,0.0,24.1,Debit Card,Returned
ORD-103165,2024-02-16,CUST-00294,Olivia Zhang,Consumer,Spain,Europe,Electronics,USB-C Cable,2,123.39,0.1,22.64,Bank Transfer,Completed
ORD-106748,2024-04-04,CUST-00675,Ahmed Smith,Consumer,Germany,Europe,Office,Standing Desk Mat,1,13.83,0.0,11.42,Credit Card,Completed
ORD-102087,2024-08-21,CUST-00052,Elizabeth Zhang,Consumer,Italy,Europe,Apparel,Denim Jacket,1,72.23,0.0,19.08,Credit Card,Cancelled
ORD-102675,2024-12-05,CUST-00021,Sofia Muller,,France,Europe,Beauty,Sunscreen SPF50,1,38.18,0.2,22.24,Debit Card,Completed
ORD-101766,2023-10-25,CUST-00826,Elizabeth Johnson,Consumer,United States,North America,Office,Standing Desk Mat,1,18.25,0.2,6.91,Credit Card,Completed
ORD-100717,2024-10-19,CUST-00035,Sofia Garcia,Enterprise,Japan,Asia,Sports & Outdoors,Camping Tent,4,88.9,0.0,22.09,Credit Card,Completed
ORD-106681,2023-09-24,CUST-00100,Elizabeth Costa,,ITALY,Europe,Beauty,Face Serum,1,12.39,0.0,3.19,Credit Card,Completed
ORD-104197,2024-06-23,CUST-00388,Wei Muller,Small Business, united states ,North America,Electronics,USB-C Cable,2,145.92,0.0,5.12,Debit Card,Completed
ORD-100329,2024-06-16,CUST-00521,Lucas Nakamura,Small Business,Australia,Oceania,Sports & Outdoors,Yoga Mat,1,1835.0190131664215,0.0,20.08,PayPal,Completed
ORD-101956,2024-06-20,CUST-00719,Fatima Silva,Small Business,United States,North America,Apparel,Wool Socks,3,11.96,0.0,11.19,Gift Card,Completed
ORD-106404,2024-06-19,CUST-00515,Wei Davis,Consumer,Germany,Europe,Beauty,Lip Balm,1,5.75,0.0,9.74,PayPal,Cancelled
ORD-100173,2024-10-04,CUST-00284,Wei Nakamura,Consumer,United States,North America,Home & Kitchen,Storage Bin,1,102.23,0.0,22.87,Credit Card,Completed
ORD-101555,2024-09-24,CUST-00716,Robert Dubois,Consumer,Mexico,South America,Home & Kitchen,Blender,5,25.17,0.0,9.87,Gift Card,Returned
ORD-103123,2024-01-24,CUST-00106,Ana Miller,Consumer,India,Asia,Apparel,Wool Socks,1,67.99,0.0,16.93,Debit Card,Completed
ORD-104372,2024-01-02,CUST-00488,Patricia Kumar,Consumer, united kingdom ,Europe,Electronics,Laptop Stand,1,103.88,0.0,22.59,Credit Card,Completed
ORD-102126,2024-08-26,CUST-00020,Emma Zhang,Consumer,United States,North America,Electronics,USB-C Cable,1,33.0,0.0,20.94,PayPal,Completed
ORD-105698,2024-08-28,CUST-00146,Sofia Jones,Consumer,Germany,Europe,Sports & Outdoors,Resistance Bands,1,162.13,0.0,4.56,Bank Transfer,Completed
ORD-104950,2023-07-26,CUST-00837,Mary Kumar,Small Business,Germany,Europe,Beauty,Hair Dryer,1,54.7,0.0,16.74,Credit Card,Completed
ORD-100702,2023-11-08,CUST-00273,Robert Rossi,Consumer,Spain,Europe,Home & Kitchen,Cutting Board,1,129.45,0.0,12.88,Credit Card,Completed
ORD-101091,2024-05-05,CUST-00180,Liam Brown,Consumer,SINGAPORE,Asia,Electronics,Headphones,5,142.45,0.1,23.27,Credit Card,Completed
ORD-103936,2024-10-07,CUST-00494,Emma Martinez,Consumer,United States,North America,Electronics,Headphones,1,43.35,0.2,11.44,Credit Card,Completed
ORD-105784,2024-02-04,CUST-00656,Carlos Johnson,,Singapore,Asia,Office,Pen Pack,4,18.25,0.05,24.4,Credit Card,Completed
ORD-101864,2024-06-07,CUST-00747,Tom Davis,Consumer,United Kingdom,Europe,Home & Kitchen,Coffee Maker,1,44.62,0.0,10.45,Bank Transfer,Completed
ORD-105630,2023-07-27,CUST-00034,Wei Nakamura,Enterprise,India,Asia,Beauty,Hair Dryer,1,57.71,0.1,8.35,Credit Card,Completed
ORD-101239,2023-11-12,CUST-00121,John Dubois,,UNITED STATES,North America,Electronics,Headphones,1,82.93,0.0,7.6,Credit Card,Completed
ORD-106725,2024-02-06,CUST-00447,Tom Rossi,Consumer,United States,North America,Sports & Outdoors,Resistance Bands,2,22.56,0.0,9.37,Credit Card,Completed
ORD-103156,2024-06-08,CUST-00678,Lucas Kumar,Consumer,Germany,Europe,Home & Kitchen,Coffee Maker,1,136.71,0.05,21.58,Gift Card,Completed
ORD-105476,2023-10-05,CUST-00701,Yuki Tanaka,Consumer,Japan,Asia,Home & Kitchen,Blender,1,58.78,0.1,24.82,PayPal,Completed
ORD-105318,2024-09-21,CUST-00047,Liam Khan,Consumer,Germany,Europe,Electronics,Laptop Stand,2,136.43,0.1,19.76,Bank Transfer,Completed
ORD-104544,2024-01-25,CUST-00617,,Small Business,Canada,North America,Home & Kitchen,Blender,1,14.73,0.0,14.32,Debit Card,Completed
ORD-103485,2023-12-31,CUST-00031,Tom Brown,Small Business,Germany,Europe,Apparel,Wool Socks,-1,56.06,0.0,16.65,Gift Card,Completed
ORD-103469,2024-07-06,CUST-00434,Grace Davis,Consumer,France,Europe,Sports & Outdoors,Water Bottle,1,145.76,0.0,6.93,Credit Card,Completed
ORD-104484,2024-06-30,CUST-00068,Elizabeth Nakamura,Consumer,United States,North America,Electronics,Headphones,1,160.73,0.0,4.32,PayPal,Completed
ORD-101837,2023-02-10,CUST-00657,Emma Martinez,Consumer,United Kingdom,Europe,Apparel,T-Shirt,1,68.13,0.0,15.37,Credit Card,Completed
ORD-103418,2024-02-01,CUST-00254,Liam Martinez,Small Business,United States,North America,Apparel,Baseball Cap,1,16.67,0.2,24.38,Credit Card,Completed
ORD-100244,2023-09-01,CUST-00159,Tom Garcia,Consumer,Germany,Europe,Beauty,Face Serum,1,16.52,0.05,8.58,Credit Card,Completed
ORD-106037,2024-10-23,CUST-00537,James Rodriguez,Consumer,Canada,North America,Apparel,Wool Socks,2,13.06,0.15,22.02,Credit Card,Returned
ORD-103225,2024-01-22,CUST-00321,Priya Kumar,Consumer,UNITED STATES,North America,Electronics,Headphones,1,211.17,0.0,16.08,PayPal,Completed
ORD-104304,2024-01-12,CUST-00107,Linda Garcia,Enterprise, brazil ,South America,Electronics,USB-C Cable,4,214.35,0.0,21.07,Bank Transfer,Completed
ORD-106489,2024-06-29,CUST-00357,Noah Smith,Consumer,Australia,Oceania,Apparel,Running Shoes,2,70.1,0.0,10.85,Credit Card,Completed
ORD-105800,2024-01-10,CUST-00410,Fatima Martinez,Enterprise,United States,North America,Electronics,Bluetooth Speaker,1,25.72,0.0,8.99,Credit Card,Completed
ORD-100161,2024-03-13,CUST-00750,Elizabeth Silva,Consumer,United Kingdom,Europe,Electronics,USB-C Cable,1,81.33,0.0,4.19,PayPal,Completed
